Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
38.0,No,Travel_Rarely,397,Research & Development,,2,Medical,1,1638,4.0,Female,54,2,3.0,Manufacturing Director,3,Married,7756,14199.0,3,Y,Yes,19,3,4,80,1,10,6.0,4,5.0,4,0.0,2
,Yes,Travel_Rarely,737,Sales,10.0,3,Medical,1,1639,4.0,Male,55,2,,Sales Executive,1,Married,10306,,9,Y,No,17,3,3,80,0,15,3.0,3,,12,6.0,0
,No,Travel_Rarely,1470,Research & Development,,3,Medical,1,1640,,Female,71,3,1.0,Research Scientist,2,,3936,9953.0,1,Y,No,11,3,1,80,1,8,2.0,1,8.0,4,7.0,7
40.0,No,Travel_Rarely,448,Research & Development,,3,Life Sciences,1,1641,,Female,84,3,3.0,Manufacturing Director,4,Single,7945,19948.0,6,Y,Yes,15,3,4,80,0,18,,2,4.0,2,3.0,3
44.0,No,Travel_Frequently,602,Human Resources,,5,Human Resources,1,1642,1.0,Male,37,3,,Human Resources,4,Married,5743,,4,Y,Yes,11,3,3,80,0,14,3.0,3,,7,0.0,2
,No,Travel_Frequently,365,Research & Development,4.0,5,Medical,1,1644,3.0,Male,89,2,4.0,Manager,4,Married,15202,5602.0,2,Y,No,25,4,2,80,1,23,,3,,2,,2
,Yes,Travel_Rarely,763,Sales,15.0,2,Medical,1,1645,1.0,Male,59,1,,Sales Executive,4,Divorced,5440,,6,Y,Yes,14,3,4,80,2,7,2.0,2,2.0,2,2.0,2
24.0,No,Travel_Frequently,567,Research & Development,2.0,1,Technical Degree,1,1646,1.0,Female,32,3,,Research Scientist,4,Single,3760,17218.0,1,Y,Yes,13,3,3,80,0,6,2.0,3,6.0,3,1.0,3
27.0,No,Travel_Rarely,486,Research & Development,,3,Medical,1,1647,2.0,Female,86,4,,Research Scientist,3,,3517,,7,Y,No,17,3,1,80,0,5,,3,3.0,2,,2
27.0,No,Travel_Frequently,591,Research & Development,2.0,3,Medical,1,1648,,Male,87,3,,Research Scientist,4,Single,2580,,2,Y,No,13,3,3,80,0,6,0.0,2,,2,1.0,2
,Yes,Travel_Rarely,1329,Research & Development,,3,Life Sciences,1,1649,1.0,Male,73,3,1.0,Laboratory Technician,1,,2166,3339.0,3,Y,Yes,14,3,2,80,0,10,3.0,1,4.0,2,0.0,3
,No,Travel_Rarely,469,Sales,10.0,3,Medical,1,1650,3.0,Male,42,2,,Sales Executive,3,Single,5869,23413.0,9,Y,No,11,3,3,80,0,8,,3,,2,1.0,4
36.0,No,Travel_Rarely,711,Research & Development,,4,Life Sciences,1,1651,2.0,Female,42,3,3.0,Healthcare Representative,1,Married,8008,22792.0,4,Y,No,12,3,3,80,2,9,6.0,3,3.0,2,0.0,2
25.0,No,Travel_Frequently,772,Research & Development,2.0,1,Life Sciences,1,1653,,Male,77,4,,Manufacturing Director,3,,5206,,1,Y,No,17,3,3,80,2,7,6.0,3,,7,0.0,7
,No,Travel_Rarely,492,Research & Development,12.0,3,Medical,1,1654,,Male,66,3,2.0,Manufacturing Director,2,,5295,7693.0,4,Y,No,21,4,3,80,0,7,3.0,3,5.0,4,1.0,0
49.0,No,Travel_Rarely,301,Research & Development,22.0,4,Other,1,1655,,Female,72,3,4.0,Research Director,2,Married,16413,3498.0,3,Y,No,16,3,2,80,2,27,2.0,3,4.0,2,1.0,2
50.0,No,Travel_Rarely,813,Research & Development,17.0,5,Life Sciences,1,1656,,Female,50,2,3.0,Research Director,1,Divorced,13269,21981.0,5,Y,No,15,3,3,80,3,19,,3,14.0,11,1.0,11
20.0,No,Travel_Rarely,1141,Sales,2.0,3,Medical,1,1657,3.0,Female,31,3,1.0,Sales Representative,3,,2783,,1,Y,No,19,3,1,80,0,2,3.0,3,,2,,2
34.0,No,Travel_Rarely,1130,Research & Development,3.0,3,Life Sciences,1,1658,,Female,66,3,,Research Scientist,2,,5433,19332.0,1,Y,No,12,3,3,80,1,11,2.0,3,11.0,8,7.0,9
,No,Travel_Rarely,311,Research & Development,,3,Life Sciences,1,1659,,Male,77,3,1.0,Laboratory Technician,2,Single,2013,10950.0,2,Y,No,11,3,3,80,0,15,,3,,3,1.0,3
49.0,No,Travel_Rarely,465,Research & Development,6.0,1,Life Sciences,1,1661,,Female,41,2,4.0,Healthcare Representative,3,Married,13966,11652.0,2,Y,Yes,19,3,2,80,1,30,,3,15.0,11,,12
36.0,No,Non-Travel,894,Research & Development,1.0,4,Medical,1,1662,4.0,Female,33,2,2.0,Manufacturing Director,3,Married,4374,,0,Y,No,15,3,3,80,0,4,,3,,2,,2
,No,Travel_Rarely,1040,Research & Development,,2,Life Sciences,1,1664,,Male,79,4,2.0,Healthcare Representative,1,Divorced,6842,26308.0,6,Y,No,20,4,1,80,1,13,3.0,3,5.0,4,,4
,No,Travel_Rarely,584,Research & Development,22.0,5,Medical,1,1665,2.0,Female,91,3,,Manager,3,Married,17426,18685.0,3,Y,No,25,4,3,80,1,36,,3,10.0,8,4.0,7
43.0,No,Travel_Rarely,1291,Research & Development,,2,Life Sciences,1,1666,,Male,65,2,4.0,Research Director,3,Married,17603,,1,Y,No,24,4,1,80,1,14,,3,,10,,11
35.0,Yes,Travel_Frequently,880,Sales,12.0,4,Other,1,1667,,Male,36,3,,Sales Executive,4,Single,4581,,3,Y,Yes,24,4,1,80,0,13,2.0,4,11.0,9,,7
38.0,No,Travel_Frequently,1189,Research & Development,,3,Life Sciences,1,1668,,Male,90,3,2.0,Research Scientist,4,Married,4735,9867.0,7,Y,No,15,3,4,80,2,19,4.0,4,13.0,11,2.0,9
,No,Travel_Rarely,991,Sales,5.0,3,Medical,1,1669,,Male,43,2,2.0,Sales Executive,2,Divorced,4187,,1,Y,Yes,13,3,2,80,1,10,,2,10.0,0,,9
33.0,No,Travel_Rarely,392,Sales,2.0,4,Medical,1,1670,4.0,Male,93,3,,Sales Executive,4,Divorced,5505,3921.0,1,Y,No,14,3,3,80,2,6,5.0,3,,2,,4
,No,Travel_Rarely,977,Research & Development,,3,Medical,1,1671,4.0,Male,45,3,2.0,Research Scientist,2,Divorced,5470,25518.0,0,Y,No,13,3,3,80,2,10,,2,9.0,5,1.0,6
31.0,No,Travel_Rarely,1112,Sales,,4,Life Sciences,1,1673,1.0,Female,67,3,2.0,Sales Executive,4,Married,5476,,1,Y,No,11,3,1,80,2,10,,3,10.0,0,,2
49.0,No,Travel_Rarely,464,Research & Development,,3,Medical,1,1674,,Female,74,3,1.0,Laboratory Technician,1,Divorced,2587,24941.0,4,Y,Yes,16,3,2,80,1,17,,2,2.0,2,2.0,2
38.0,No,Travel_Frequently,148,Research & Development,2.0,3,Medical,1,1675,4.0,Female,42,2,,Laboratory Technician,2,,2440,23826.0,1,Y,No,22,4,2,80,0,4,3.0,3,4.0,3,,3
47.0,No,Travel_Rarely,1225,Sales,,4,Life Sciences,1,1676,2.0,Female,47,4,4.0,Manager,2,Divorced,15972,21086.0,6,Y,No,14,3,3,80,3,29,2.0,3,,2,1.0,2
49.0,No,Travel_Rarely,809,Research & Development,1.0,3,Life Sciences,1,1677,,Male,36,3,4.0,Manager,3,,15379,,4,Y,No,14,3,1,80,0,23,2.0,3,8.0,7,,0
41.0,No,Travel_Rarely,1206,Sales,,2,Life Sciences,1,1678,4.0,Male,80,3,3.0,Sales Executive,3,Single,7082,,3,Y,Yes,16,3,4,80,0,21,2.0,3,2.0,0,0.0,2
,No,Travel_Rarely,727,Sales,9.0,1,Life Sciences,1,1680,4.0,Male,54,3,,Sales Representative,1,,2728,,1,Y,No,11,3,1,80,0,2,,3,,2,0.0,2
,No,Non-Travel,530,Sales,16.0,3,Life Sciences,1,1681,,Female,36,3,,Sales Executive,4,,5368,16130.0,1,Y,Yes,25,4,3,80,1,7,,3,6.0,5,1.0,2
36.0,No,Travel_Rarely,1351,Research & Development,,4,Life Sciences,1,1682,,Male,80,3,2.0,Healthcare Representative,3,,5347,7419.0,6,Y,No,14,3,2,80,2,10,2.0,2,3.0,2,,2
44.0,No,Travel_Rarely,528,Human Resources,1.0,3,Life Sciences,1,1683,,Female,44,3,,Human Resources,4,Divorced,3195,4167.0,4,Y,Yes,18,3,1,80,3,8,2.0,3,,2,,2
,Yes,Travel_Rarely,1320,Research & Development,8.0,1,Medical,1,1684,4.0,Male,93,2,,Laboratory Technician,3,Single,3989,,1,Y,Yes,11,3,1,80,0,5,2.0,3,,4,,2
38.0,No,Travel_Rarely,1495,Research & Development,4.0,2,Medical,1,1687,,Female,87,3,1.0,Laboratory Technician,3,,3306,26176.0,7,Y,No,19,3,4,80,1,7,5.0,2,0.0,0,0.0,0
53.0,No,Travel_Rarely,1395,Research & Development,,4,Medical,1,1689,,Male,48,4,3.0,Healthcare Representative,4,,7005,3458.0,3,Y,No,15,3,3,80,0,11,,3,4.0,3,1.0,2
,Yes,Travel_Frequently,708,Sales,,2,Medical,1,1691,4.0,Female,95,3,,Sales Representative,3,Married,2655,,2,Y,Yes,11,3,3,80,2,19,3.0,3,,7,7.0,7
,Yes,Travel_Rarely,1259,Research & Development,2.0,4,Life Sciences,1,1692,,Male,95,3,1.0,Laboratory Technician,2,Single,1393,24852.0,1,Y,No,12,3,1,80,0,1,,3,,0,,0
26.0,No,Non-Travel,786,Research & Development,7.0,3,Medical,1,1693,4.0,Male,76,3,1.0,Laboratory Technician,4,,2570,11925.0,1,Y,No,20,4,3,80,0,7,5.0,3,7.0,7,5.0,7
55.0,No,Travel_Rarely,1441,Research & Development,,3,Technical Degree,1,1694,,Male,94,2,1.0,Research Scientist,2,,3537,23737.0,5,Y,No,12,3,4,80,1,8,1.0,3,,2,1.0,2
34.0,No,Travel_Rarely,1157,Research & Development,5.0,2,Medical,1,1696,2.0,Male,57,2,2.0,Laboratory Technician,4,,3986,11912.0,1,Y,No,14,3,3,80,1,15,3.0,4,,10,,13
60.0,No,Travel_Rarely,370,Research & Development,1.0,4,Medical,1,1697,3.0,Male,92,1,3.0,Healthcare Representative,4,Divorced,10883,20467.0,3,Y,No,20,4,3,80,1,19,2.0,4,1.0,0,,0
,No,Travel_Rarely,267,Research & Development,21.0,3,Medical,1,1698,,Male,79,4,,Laboratory Technician,2,Married,2028,13637.0,1,Y,No,18,3,4,80,3,14,,3,14.0,11,2.0,13
37.0,No,Travel_Frequently,1278,Sales,1.0,4,Medical,1,1700,,Male,31,1,,Sales Executive,4,Divorced,9525,,1,Y,No,14,3,3,80,2,6,2.0,2,,3,1.0,3
,No,Travel_Rarely,678,Research & Development,19.0,3,Life Sciences,1,1701,2.0,Female,35,2,1.0,Research Scientist,4,,2929,20338.0,1,Y,No,12,3,2,80,0,10,,3,,9,8.0,7
,Yes,Travel_Rarely,427,Sales,,3,Life Sciences,1,1702,3.0,Male,99,3,1.0,Sales Representative,4,Divorced,2275,,1,Y,Yes,21,4,2,80,1,3,2.0,3,3.0,2,,2
44.0,No,Travel_Rarely,921,Research & Development,,3,Life Sciences,1,1703,3.0,Female,96,4,,Healthcare Representative,4,,7879,,1,Y,Yes,19,3,2,80,1,9,2.0,3,8.0,7,6.0,7
35.0,No,Travel_Frequently,146,Research & Development,,4,Medical,1,1704,1.0,Male,79,2,,Research Scientist,4,,4930,,0,Y,Yes,14,3,3,80,0,6,,4,5.0,4,1.0,4
43.0,No,Travel_Rarely,1179,Sales,2.0,3,Medical,1,1706,,Male,73,3,2.0,Sales Executive,4,Married,7847,,1,Y,Yes,17,3,1,80,1,10,3.0,3,10.0,9,8.0,8
,No,Travel_Rarely,581,Research & Development,,3,Medical,1,1707,,Male,62,4,,Research Scientist,3,Married,4401,17616.0,1,Y,No,16,3,4,80,1,5,1.0,3,,3,0.0,4
41.0,No,Travel_Rarely,918,Sales,6.0,3,Marketing,1,1708,4.0,Male,35,3,,Sales Executive,3,Single,9241,,1,Y,No,12,3,2,80,0,10,3.0,3,10.0,8,,7
,No,Travel_Rarely,1082,Research & Development,,4,Medical,1,1709,4.0,Female,43,3,,Laboratory Technician,3,,2974,25412.0,9,Y,No,17,3,3,80,1,9,2.0,3,,3,1.0,2
,No,Travel_Rarely,530,Sales,2.0,4,Life Sciences,1,1710,,Female,51,3,2.0,Sales Representative,4,Single,4502,7439.0,3,Y,No,15,3,3,80,0,17,,2,,7,6.0,7
45.0,No,Non-Travel,1238,Research & Development,1.0,1,Life Sciences,1,1712,3.0,Male,74,2,,Healthcare Representative,3,Married,10748,3395.0,3,Y,No,23,4,4,80,1,25,3.0,2,23.0,15,,4
24.0,Yes,Travel_Rarely,240,Human Resources,22.0,1,Human Resources,1,1714,4.0,Male,58,1,1.0,Human Resources,3,Married,1555,11585.0,1,Y,No,11,3,3,80,1,1,,3,1.0,0,,0
,Yes,Travel_Frequently,1093,Sales,9.0,3,Life Sciences,1,1716,,Male,82,1,,Sales Executive,3,Married,12936,24164.0,7,Y,No,11,3,3,80,0,25,3.0,1,,5,14.0,10
,No,Travel_Rarely,390,Research & Development,17.0,4,Medical,1,1718,4.0,Male,62,1,1.0,Laboratory Technician,3,,2305,6217.0,1,Y,No,15,3,3,80,3,3,3.0,4,3.0,2,,2
45.0,No,Travel_Rarely,1005,Research & Development,,2,Technical Degree,1,1719,4.0,Female,48,2,,Research Director,2,,16704,17119.0,1,Y,No,11,3,3,80,0,21,2.0,3,21.0,6,,6
32.0,No,Travel_Frequently,585,Research & Development,,3,Life Sciences,1,1720,1.0,Male,56,3,1.0,Research Scientist,3,Married,3433,17360.0,6,Y,No,13,3,1,80,1,10,3.0,2,5.0,2,,3
31.0,No,Travel_Rarely,741,Research & Development,,4,Life Sciences,1,1721,2.0,Male,69,3,,Laboratory Technician,3,Married,3477,,1,Y,No,14,3,4,80,1,6,2.0,4,,2,,3
41.0,No,Non-Travel,552,Human Resources,4.0,3,Human Resources,1,1722,,Male,60,1,2.0,Human Resources,2,,6430,20794.0,6,Y,No,19,3,2,80,1,10,4.0,3,3.0,2,,2
,No,Travel_Rarely,369,Research & Development,8.0,2,Life Sciences,1,1724,2.0,Female,92,3,2.0,Manufacturing Director,1,Married,6516,5041.0,2,Y,Yes,16,3,2,80,1,18,,3,,0,0.0,0
24.0,No,Travel_Rarely,506,Research & Development,29.0,1,Medical,1,1725,2.0,Male,91,3,1.0,Laboratory Technician,1,Divorced,3907,3622.0,1,Y,No,13,3,2,80,3,6,2.0,4,6.0,2,1.0,2
46.0,No,Travel_Rarely,717,Research & Development,13.0,4,Life Sciences,1,1727,3.0,Male,34,3,,Healthcare Representative,2,,5562,,6,Y,No,14,3,4,80,0,19,3.0,3,10.0,7,0.0,9
35.0,No,Travel_Rarely,1370,Research & Development,,4,Life Sciences,1,1728,,Male,49,3,,Manufacturing Director,3,,6883,5151.0,2,Y,No,16,3,2,80,1,17,3.0,3,,7,0.0,7
30.0,No,Travel_Rarely,793,Research & Development,,1,Life Sciences,1,1729,,Male,33,3,1.0,Research Scientist,4,,2862,3811.0,1,Y,No,12,3,2,80,1,10,2.0,2,10.0,0,,8
,No,Non-Travel,543,Sales,2.0,4,Marketing,1,1731,3.0,Male,87,3,2.0,Sales Executive,2,,4978,3536.0,7,Y,No,11,3,4,80,1,4,3.0,1,,0,0.0,0
,No,Travel_Rarely,1277,Sales,2.0,3,Life Sciences,1,1732,3.0,Male,74,3,3.0,Sales Executive,4,,10368,,4,Y,Yes,12,3,2,80,1,13,,2,,6,,3
,Yes,Travel_Rarely,1456,Sales,13.0,5,Marketing,1,1733,2.0,Male,96,2,2.0,Sales Executive,1,,6134,,5,Y,Yes,13,3,2,80,3,16,,3,,2,2.0,2
32.0,Yes,Travel_Rarely,964,Sales,1.0,2,Life Sciences,1,1734,1.0,Male,34,1,2.0,Sales Executive,2,Single,6735,12147.0,6,Y,No,15,3,2,80,0,10,2.0,3,,0,,0
,No,Travel_Rarely,160,Research & Development,4.0,1,Medical,1,1735,3.0,Female,51,3,,Laboratory Technician,2,Single,3295,12862.0,1,Y,No,13,3,3,80,0,3,3.0,1,,2,,2
31.0,No,Travel_Frequently,163,Research & Development,24.0,1,Technical Degree,1,1736,,Female,30,3,2.0,Manufacturing Director,4,Single,5238,,2,Y,No,20,4,4,80,0,9,,2,5.0,4,,4
39.0,No,Non-Travel,792,Research & Development,,3,Life Sciences,1,1737,,Male,77,3,,Laboratory Technician,4,Married,6472,8989.0,1,Y,Yes,15,3,4,80,1,9,2.0,3,,8,,8
,No,Travel_Rarely,371,Sales,19.0,3,Life Sciences,1,1739,4.0,Male,80,1,3.0,Sales Executive,3,,9610,3840.0,3,Y,No,13,3,3,80,1,10,2.0,1,4.0,3,0.0,2
,No,Travel_Rarely,611,Sales,,4,Medical,1,1740,2.0,Male,88,3,5.0,Manager,2,,19833,,1,Y,No,14,3,2,80,0,21,3.0,2,21.0,8,,8
,No,Travel_Rarely,176,Human Resources,,3,Life Sciences,1,1744,3.0,Female,56,1,3.0,Human Resources,3,,9756,6595.0,4,Y,No,21,4,3,80,2,9,2.0,4,,0,,3
30.0,No,Travel_Frequently,1312,Research & Development,,4,Technical Degree,1,1745,4.0,Female,78,2,1.0,Research Scientist,1,,4968,26427.0,0,Y,No,16,3,4,80,0,10,,3,,7,,7
24.0,No,Travel_Frequently,897,Human Resources,10.0,3,Medical,1,1746,,Male,59,3,1.0,Human Resources,4,,2145,2097.0,0,Y,No,14,3,4,80,1,3,2.0,3,2.0,2,2.0,1
,Yes,Travel_Frequently,600,Human Resources,8.0,3,Human Resources,1,1747,3.0,Female,66,2,1.0,Human Resources,4,Divorced,2180,,6,Y,No,11,3,3,80,1,6,0.0,2,,2,1.0,2
31.0,No,Travel_Rarely,1003,Sales,5.0,3,Technical Degree,1,1749,,Male,51,3,2.0,Sales Executive,3,Married,8346,,1,Y,No,19,3,3,80,1,6,3.0,3,5.0,2,0.0,2
,No,Travel_Rarely,1054,Research & Development,,3,Medical,1,1751,3.0,Female,67,3,,Research Scientist,4,Single,3445,,1,Y,No,11,3,3,80,0,6,,2,6.0,2,1.0,4
,Yes,Travel_Rarely,428,Sales,9.0,3,Marketing,1,1752,2.0,Female,52,1,1.0,Sales Representative,2,Single,2760,14630.0,1,Y,No,13,3,3,80,0,2,3.0,3,,2,,2
29.0,No,Travel_Frequently,461,Research & Development,1.0,3,Life Sciences,1,1753,4.0,Male,70,4,2.0,Healthcare Representative,3,Single,6294,23060.0,8,Y,Yes,12,3,4,80,0,10,5.0,4,3.0,2,,2
30.0,No,Travel_Rarely,979,Sales,15.0,2,Marketing,1,1754,3.0,Male,94,2,,Sales Executive,1,,7140,3088.0,2,Y,No,11,3,1,80,1,12,,3,7.0,7,1.0,7
34.0,No,Travel_Rarely,181,Research & Development,2.0,4,Medical,1,1755,4.0,Male,97,4,1.0,Research Scientist,4,Married,2932,5586.0,0,Y,Yes,14,3,1,80,3,6,3.0,3,,0,1.0,2
,No,Non-Travel,1283,Sales,,3,Marketing,1,1756,4.0,Female,62,3,2.0,Sales Executive,2,,5147,,8,Y,No,15,3,4,80,0,13,2.0,2,11.0,7,1.0,7
49.0,No,Travel_Rarely,1313,Sales,11.0,4,Marketing,1,1757,4.0,Female,80,3,2.0,Sales Executive,4,Single,4507,,3,Y,No,12,3,3,80,0,8,1.0,4,,1,,4
,Yes,Travel_Rarely,211,Sales,16.0,3,Life Sciences,1,1758,1.0,Female,74,3,3.0,Sales Executive,1,,8564,10092.0,2,Y,Yes,20,4,3,80,0,11,2.0,2,,0,,0
,No,Travel_Frequently,594,Research & Development,2.0,2,Medical,1,1760,3.0,Female,75,2,,Laboratory Technician,2,Married,2468,,4,Y,No,14,3,2,80,1,9,,2,6.0,1,0.0,5
31.0,Yes,Travel_Rarely,1079,Sales,16.0,4,Marketing,1,1761,1.0,Male,70,3,3.0,Sales Executive,3,Married,8161,19002.0,2,Y,No,13,3,1,80,3,10,,3,1.0,0,,0
29.0,No,Travel_Rarely,590,Research & Development,,3,Technical Degree,1,1762,4.0,Female,91,2,,Research Scientist,1,Divorced,2109,10007.0,1,Y,No,13,3,3,80,1,1,2.0,3,,0,0.0,0
30.0,No,Travel_Rarely,305,Research & Development,16.0,3,Life Sciences,1,1763,3.0,Male,58,4,2.0,Healthcare Representative,3,,5294,9128.0,3,Y,No,16,3,3,80,1,10,3.0,3,,0,1.0,7
32.0,No,Non-Travel,953,Research & Development,5.0,4,Technical Degree,1,1764,2.0,Male,65,3,,Research Scientist,2,,2718,,2,Y,No,14,3,2,80,0,12,3.0,3,7.0,7,0.0,7
38.0,No,Travel_Rarely,833,Research & Development,,3,Medical,1,1766,,Male,60,1,,Healthcare Representative,4,Married,5811,24539.0,3,Y,Yes,16,3,3,80,1,15,2.0,3,1.0,0,,0
43.0,Yes,Travel_Frequently,807,Research & Development,17.0,3,Technical Degree,1,1767,3.0,Male,38,2,,Research Scientist,3,Married,2437,15587.0,9,Y,Yes,16,3,4,80,1,6,4.0,3,,0,,0
,No,Travel_Rarely,855,Research & Development,,3,Medical,1,1768,,Male,57,3,1.0,Laboratory Technician,2,Divorced,2766,8952.0,8,Y,No,22,4,2,80,3,7,,2,5.0,3,,4
,No,Travel_Rarely,478,Research & Development,,3,Medical,1,1770,,Male,60,2,,Research Director,1,Married,19038,19805.0,8,Y,No,12,3,2,80,3,34,,3,,0,0.0,0
33.0,No,Non-Travel,775,Research & Development,4.0,3,Technical Degree,1,1771,,Male,90,3,2.0,Research Scientist,2,Divorced,3055,,5,Y,No,15,3,4,80,2,11,2.0,2,9.0,8,,7
,No,Travel_Rarely,548,Research & Development,,4,Life Sciences,1,1772,3.0,Male,94,3,,Laboratory Technician,1,Divorced,2289,20520.0,1,Y,No,20,4,2,80,2,5,,3,5.0,3,0.0,4
34.0,No,Non-Travel,1375,Sales,10.0,3,Life Sciences,1,1774,,Male,87,3,,Sales Executive,3,Divorced,4001,,1,Y,Yes,14,3,3,80,1,15,3.0,3,,14,0.0,7
53.0,No,Non-Travel,661,Research & Development,1.0,4,Medical,1,1775,,Female,60,2,4.0,Manufacturing Director,3,,12965,22308.0,4,Y,Yes,20,4,4,80,3,27,2.0,2,3.0,2,,2
43.0,No,Travel_Rarely,244,Human Resources,2.0,3,Life Sciences,1,1778,2.0,Male,97,3,1.0,Human Resources,4,Single,3539,5033.0,0,Y,No,13,3,2,80,0,10,5.0,3,9.0,7,1.0,8
34.0,No,Travel_Rarely,511,Sales,,2,Life Sciences,1,1779,4.0,Female,32,1,2.0,Sales Executive,4,Single,6029,,5,Y,No,12,3,1,80,0,6,3.0,3,,2,,2
21.0,Yes,Travel_Rarely,337,Sales,,1,Marketing,1,1780,2.0,Male,31,3,1.0,Sales Representative,2,,2679,4567.0,1,Y,No,13,3,2,80,0,1,,3,1.0,0,,0
38.0,No,Travel_Rarely,1153,Research & Development,6.0,2,Other,1,1782,4.0,Female,40,2,1.0,Laboratory Technician,3,,3702,,1,Y,No,11,3,2,80,1,5,,3,5.0,4,0.0,4
22.0,Yes,Travel_Rarely,1294,Research & Development,8.0,1,Medical,1,1783,3.0,Female,79,3,1.0,Laboratory Technician,1,Married,2398,15999.0,1,Y,Yes,17,3,3,80,0,1,6.0,3,,0,0.0,0
31.0,No,Travel_Rarely,196,Sales,29.0,4,Marketing,1,1784,,Female,91,2,2.0,Sales Executive,4,Married,5468,13402.0,1,Y,No,14,3,1,80,2,13,3.0,3,12.0,7,5.0,7
,No,Travel_Rarely,942,Research & Development,,3,Technical Degree,1,1786,1.0,Female,53,3,,Manager,3,Married,13116,22984.0,2,Y,No,11,3,4,80,0,15,2.0,3,2.0,2,2.0,2
,No,Travel_Rarely,589,Sales,9.0,2,Marketing,1,1787,2.0,Male,46,2,2.0,Sales Executive,2,Married,4189,,1,Y,No,14,3,1,80,2,5,,3,,2,0.0,3
46.0,No,Travel_Rarely,734,Research & Development,2.0,4,Medical,1,1789,,Male,46,3,5.0,Research Director,4,,19328,,7,Y,Yes,17,3,3,80,1,24,,3,2.0,1,2.0,2
,No,Travel_Rarely,1383,Research & Development,,3,Life Sciences,1,1790,4.0,Male,90,3,,Healthcare Representative,1,,8321,25949.0,7,Y,Yes,13,3,4,80,1,15,1.0,3,12.0,8,5.0,7
44.0,Yes,Travel_Frequently,429,Research & Development,1.0,2,Medical,1,1792,,Male,99,3,1.0,Research Scientist,2,Divorced,2342,11092.0,1,Y,Yes,12,3,3,80,3,6,2.0,2,5.0,3,2.0,3
37.0,No,Travel_Rarely,1239,Human Resources,,2,Other,1,1794,,Male,89,3,2.0,Human Resources,2,Divorced,4071,12832.0,2,Y,No,13,3,3,80,0,19,4.0,2,10.0,0,4.0,7
35.0,Yes,Travel_Rarely,303,Sales,27.0,3,Life Sciences,1,1797,,Male,84,3,2.0,Sales Executive,4,Single,5813,,1,Y,Yes,18,3,4,80,0,10,2.0,3,10.0,7,7.0,7
,No,Travel_Rarely,867,Research & Development,8.0,4,Life Sciences,1,1798,4.0,Male,90,4,,Research Scientist,1,Married,3143,,6,Y,No,19,3,2,80,1,14,1.0,3,10.0,8,7.0,6
28.0,No,Travel_Rarely,1181,Research & Development,,3,Life Sciences,1,1799,,Male,82,3,1.0,Research Scientist,4,Married,2044,5531.0,1,Y,No,11,3,3,80,1,5,6.0,4,,3,0.0,3
,No,Travel_Rarely,1253,Research & Development,,1,Medical,1,1800,3.0,Male,65,3,3.0,Research Director,3,,13464,7914.0,7,Y,No,21,4,3,80,0,9,3.0,3,,3,,2
46.0,No,Non-Travel,849,Sales,26.0,2,Life Sciences,1,1801,2.0,Male,98,2,,Sales Executive,2,,7991,,8,Y,No,15,3,3,80,0,6,3.0,3,2.0,2,2.0,2
40.0,No,Travel_Rarely,616,Research & Development,2.0,2,Life Sciences,1,1802,,Female,99,3,,Laboratory Technician,1,Married,3377,25605.0,4,Y,No,17,3,4,80,1,7,,2,4.0,3,,2
42.0,No,Travel_Rarely,1128,Research & Development,13.0,3,Medical,1,1803,2.0,Male,95,4,2.0,Healthcare Representative,1,Married,5538,5696.0,5,Y,No,18,3,3,80,2,10,2.0,2,,0,0.0,0
35.0,No,Non-Travel,1180,Research & Development,2.0,2,Medical,1,1804,2.0,Male,90,3,,Manufacturing Director,4,Divorced,5762,24442.0,2,Y,No,14,3,3,80,1,15,6.0,3,,7,,7
,No,Non-Travel,1336,Human Resources,2.0,3,Human Resources,1,1805,1.0,Male,100,3,1.0,Human Resources,2,Divorced,2592,,5,Y,No,13,3,4,80,3,13,3.0,3,11.0,10,,8
34.0,Yes,Travel_Frequently,234,Research & Development,,4,Life Sciences,1,1807,4.0,Male,93,3,2.0,Laboratory Technician,1,Married,5346,,4,Y,No,17,3,3,80,1,11,,2,,1,,7
37.0,Yes,Travel_Rarely,370,Research & Development,10.0,4,Medical,1,1809,,Male,58,3,,Manufacturing Director,1,,4213,4992.0,1,Y,No,15,3,2,80,0,10,4.0,1,10.0,3,0.0,8
39.0,No,Travel_Frequently,766,Sales,20.0,3,Life Sciences,1,1812,3.0,Male,83,3,,Sales Executive,4,Divorced,4127,19188.0,2,Y,No,18,3,4,80,1,7,6.0,3,,1,2.0,2
,No,Non-Travel,343,Research & Development,9.0,3,Life Sciences,1,1813,1.0,Male,52,3,,Research Scientist,3,Single,2438,24978.0,4,Y,No,13,3,3,80,0,7,2.0,2,3.0,2,,2
